metric,value,step,init_features
val_loss,0.08177250623703003,14749.0,4
val_loss,0.0806037187576294,14999.0,4
val_loss,0.08363831788301468,15249.0,4
val_loss,0.08130210638046265,15499.0,4
val_loss,0.080361008644104,15749.0,4
val_loss,0.08144207298755646,15999.0,4
val_loss,0.0800342857837677,16249.0,4
val_loss,0.07976077497005463,16499.0,4
val_loss,0.08009318262338638,16749.0,4
val_loss,0.0816400796175003,16999.0,4
val_loss,0.08053317666053772,17249.0,4
val_loss,0.08076755702495575,17499.0,4
val_loss,0.08242043852806091,17749.0,4
val_loss,0.08021514117717743,17999.0,4
val_loss,0.07950582355260849,18249.0,4
val_loss,0.08140090852975845,18499.0,4
val_loss,0.07875146716833115,18749.0,4
val_loss,0.07948009669780731,18999.0,4
val_loss,0.07861801236867905,19249.0,4
val_loss,0.08000238984823227,19499.0,4
val_loss,0.07901035249233246,19749.0,4
val_loss,0.07865648716688156,19999.0,4
val_loss,0.0785466656088829,20249.0,4
val_loss,0.08185771852731705,20499.0,4
val_loss,0.08006890118122101,20749.0,4
val_loss,0.08094321936368942,20999.0,4
val_loss,0.07842401415109634,21249.0,4
val_loss,0.07840719819068909,21499.0,4
val_loss,0.07871876657009125,21749.0,4
val_loss,0.07787255197763443,21999.0,4
val_loss,0.07760467380285263,22249.0,4
val_loss,0.07758472859859467,22499.0,4
val_loss,0.07795049995183945,22749.0,4
val_loss,0.07742995023727417,22999.0,4
val_loss,0.07822584360837936,23249.0,4
val_loss,0.07720448076725006,23499.0,4
val_loss,0.07784298807382584,23749.0,4
val_loss,0.07787998765707016,23999.0,4
val_loss,0.0781872421503067,24249.0,4
val_loss,0.07806382328271866,24499.0,4
val_loss,0.07683438062667847,24749.0,4
val_loss,0.07728148996829987,24999.0,4
val_loss,0.07686977088451385,25249.0,4
val_loss,0.0774569883942604,25499.0,4
val_loss,0.0776791125535965,25749.0,4
val_loss,0.07661307603120804,25999.0,4
val_loss,0.07707801461219788,26249.0,4
val_loss,0.07680884003639221,26499.0,4
val_loss,0.07779668271541595,26749.0,4
val_loss,0.07909411191940308,26999.0,4
val_loss,0.07653765380382538,27249.0,4
val_loss,0.0762365534901619,27499.0,4
val_loss,0.07599224895238876,27749.0,4
val_loss,0.07648110389709473,27999.0,4
val_loss,0.07798870652914047,28249.0,4
val_loss,0.07584261894226074,28499.0,4
val_loss,0.07598766684532166,28749.0,4
val_loss,0.07637233287096024,28999.0,4
val_loss,0.07571909576654434,29249.0,4
val_loss,0.07757879048585892,29499.0,4
val_loss,0.07627756148576736,29749.0,4
val_loss,0.0760069340467453,29999.0,4
val_loss,0.07802265882492065,30249.0,4
val_loss,0.07569253444671631,30499.0,4
val_loss,0.07532404363155365,30749.0,4
val_loss,0.07535354048013687,30999.0,4
val_loss,0.0750676617026329,31249.0,4
val_loss,0.07559807598590851,31499.0,4
val_loss,0.07666651904582977,31749.0,4
val_loss,0.07741672545671463,31999.0,4
val_loss,0.07565748691558838,32249.0,4
val_loss,0.07551728188991547,32499.0,4
val_loss,0.0749003142118454,32749.0,4
val_loss,0.0750185176730156,32999.0,4
val_loss,0.07602976262569427,33249.0,4
val_loss,0.07687638700008392,33499.0,4
val_loss,0.07463588565587997,33749.0,4
val_loss,0.07451514899730682,33999.0,4
val_loss,0.07548366487026215,34249.0,4
val_loss,0.07457936555147171,34499.0,4
val_loss,0.07432565093040466,34749.0,4
val_loss,0.07464722543954849,34999.0,4
val_loss,0.07468968629837036,35249.0,4
val_loss,0.07431172579526901,35499.0,4
val_loss,0.07427773624658585,35749.0,4
val_loss,0.07597675919532776,35999.0,4
val_loss,0.07464657723903656,36249.0,4
val_loss,0.074102982878685,36499.0,4
val_loss,0.07463838160037994,36749.0,4
val_loss,0.07391113042831421,36999.0,4
val_loss,0.07490509003400803,37249.0,4
val_loss,0.07412128150463104,37499.0,4
val_loss,0.07391571998596191,37749.0,4
val_loss,0.07359946519136429,37999.0,4
val_loss,0.07435837388038635,38249.0,4
val_loss,0.07347339391708374,38499.0,4
val_loss,0.07354573160409927,38749.0,4
val_loss,0.0751204639673233,38999.0,4
val_loss,0.07482687383890152,39249.0,4
val_loss,0.07377566397190094,39499.0,4
val_loss,0.07417534291744232,39749.0,4
val_loss,0.07356233149766922,39999.0,4
val_loss,0.07419349998235703,40249.0,4
val_loss,0.07529478520154953,40499.0,4
val_loss,0.0732789859175682,40749.0,4
val_loss,0.07315926253795624,40999.0,4
val_loss,0.07391506433486938,41249.0,4
val_loss,0.07387179136276245,41499.0,4
val_loss,0.07310661673545837,41749.0,4
val_loss,0.0736689642071724,41999.0,4
val_loss,0.07341563701629639,42249.0,4
val_loss,0.07331649214029312,42499.0,4
val_loss,0.07288132607936859,42749.0,4
val_loss,0.07304295897483826,42999.0,4
val_loss,0.07252459228038788,43249.0,4
val_loss,0.07263708859682083,43499.0,4
val_loss,0.07286887615919113,43749.0,4
val_loss,0.07239243388175964,43999.0,4
val_loss,0.07223371416330338,44249.0,4
val_loss,0.0734591856598854,44499.0,4
val_loss,0.0725765973329544,44749.0,4
val_loss,0.072529137134552,44999.0,4
val_loss,0.07321556657552719,45249.0,4
val_loss,0.07231716066598892,45499.0,4
val_loss,0.07199949771165848,45749.0,4
val_loss,0.0730094164609909,45999.0,4
val_loss,0.07183907181024551,46249.0,4
val_loss,0.07178157567977905,46499.0,4
val_loss,0.0723206102848053,46749.0,4
val_loss,0.07163179665803909,46999.0,4
val_loss,0.07418843358755112,47249.0,4
val_loss,0.07185526937246323,47499.0,4
val_loss,0.07189846783876419,47749.0,4
val_loss,0.07147637009620667,47999.0,4
val_loss,0.07173943519592285,48249.0,4
val_loss,0.07240097224712372,48499.0,4
val_loss,0.07146526128053665,48749.0,4
val_loss,0.07163726538419724,48999.0,4
val_loss,0.0713324025273323,49249.0,4
val_loss,0.07129624485969543,49499.0,4
val_loss,0.07240243256092072,49749.0,4
val_loss,0.07118022441864014,49999.0,4
val_loss,0.07101108133792877,50249.0,4
val_loss,0.07091142237186432,50499.0,4
val_loss,0.07078579068183899,50749.0,4
val_loss,0.07097078114748001,50999.0,4
val_loss,0.07086826115846634,51249.0,4
val_loss,0.07121894508600235,51499.0,4
val_loss,0.07071509957313538,51749.0,4
val_loss,0.0711221769452095,51999.0,4
val_loss,0.07124965637922287,52249.0,4
val_loss,0.0705949142575264,52499.0,4
val_loss,0.0705377534031868,52749.0,4
val_loss,0.07069806754589081,52999.0,4
val_loss,0.07046162337064743,53249.0,4
val_loss,0.07079032808542252,53499.0,4
val_loss,0.07086128741502762,53749.0,4
val_loss,0.07048505544662476,53999.0,4
val_loss,0.07108766585588455,54249.0,4
val_loss,0.07074583321809769,54499.0,4
val_loss,0.07062633335590363,54749.0,4
val_loss,0.07018598914146423,54999.0,4
val_loss,0.07001330703496933,55249.0,4
val_loss,0.0711699053645134,55499.0,4
val_loss,0.0708252340555191,55749.0,4
val_loss,0.07052228599786758,55999.0,4
val_loss,0.0704912543296814,56249.0,4
val_loss,0.07040463387966156,56499.0,4
val_loss,0.07000222057104111,56749.0,4
val_loss,0.06988054513931274,56999.0,4
val_loss,0.06972181797027588,57249.0,4
val_loss,0.06967354565858841,57499.0,4
val_loss,0.06956081092357635,57749.0,4
val_loss,0.0696648508310318,57999.0,4
val_loss,0.0698213055729866,58249.0,4
val_loss,0.07038980722427368,58499.0,4
val_loss,0.06958994269371033,58749.0,4
val_loss,0.06943369656801224,58999.0,4
val_loss,0.06974731385707855,59249.0,4
val_loss,0.06928221136331558,59499.0,4
val_loss,0.06942877918481827,59749.0,4
val_loss,0.06981444358825684,59999.0,4
val_loss,0.06953829526901245,60249.0,4
val_loss,0.06910442560911179,60499.0,4
val_loss,0.07049804925918579,60749.0,4
val_loss,0.06953416764736176,60999.0,4
val_loss,0.06994504481554031,61249.0,4
val_loss,0.06898082792758942,61499.0,4
val_loss,0.06949840486049652,61749.0,4
val_loss,0.06956835836172104,61999.0,4
val_loss,0.06930374354124069,62249.0,4
val_loss,0.0697610005736351,62499.0,4
val_loss,0.06916011869907379,62749.0,4
val_loss,0.0696326270699501,62999.0,4
val_loss,0.06890837103128433,63249.0,4
val_loss,0.06903547793626785,63499.0,4
val_loss,0.06876087188720703,63749.0,4
val_loss,0.06986430287361145,63999.0,4
val_loss,0.06958311796188354,64249.0,4
val_loss,0.06844386458396912,64499.0,4
val_loss,0.06849443912506104,64749.0,4
val_loss,0.06843381375074387,64999.0,4
val_loss,0.06842561066150665,65249.0,4
val_loss,0.06841170787811279,65499.0,4
val_loss,0.06861981749534607,65749.0,4
val_loss,0.06928470730781555,65999.0,4
val_loss,0.06811687350273132,66249.0,4
val_loss,0.06805380433797836,66499.0,4
val_loss,0.06843694299459457,66749.0,4
val_loss,0.06932646781206131,66999.0,4
val_loss,0.06825083494186401,67249.0,4
val_loss,0.06856637448072433,67499.0,4
val_loss,0.06829109787940979,67749.0,4
val_loss,0.06791466474533081,67999.0,4
val_loss,0.06785935163497925,68249.0,4
val_loss,0.06862581521272659,68499.0,4
val_loss,0.06895498931407928,68749.0,4
val_loss,0.06825009733438492,68999.0,4
val_loss,0.06799615919589996,69249.0,4
val_loss,0.06769654154777527,69499.0,4
val_loss,0.06770193576812744,69749.0,4
val_loss,0.0676010251045227,69999.0,4
val_loss,0.06789928674697876,70249.0,4
val_loss,0.0673251673579216,70499.0,4
val_loss,0.0686640813946724,70749.0,4
val_loss,0.0683160349726677,70999.0,4
val_loss,0.06724172085523605,71249.0,4
val_loss,0.06777360290288925,71499.0,4
val_loss,0.06797822564840317,71749.0,4
val_loss,0.06731689721345901,71999.0,4
val_loss,0.06769872456789017,72249.0,4
val_loss,0.06807641685009003,72499.0,4
val_loss,0.06707793474197388,72749.0,4
val_loss,0.06717074662446976,72999.0,4
val_loss,0.06816286593675613,73249.0,4
val_loss,0.0674319714307785,73499.0,4
val_loss,0.06888451427221298,73749.0,4
val_loss,0.0671892836689949,73999.0,4
val_loss,0.06730334460735321,74249.0,4
val_loss,0.067619189620018,74499.0,4
val_loss,0.06820148229598999,74749.0,4
val_loss,0.0670148953795433,74999.0,4
val_loss,0.06724651157855988,75249.0,4
val_loss,0.06717897206544876,75499.0,4
val_loss,0.06913428753614426,75749.0,4
val_loss,0.06786604225635529,75999.0,4
val_loss,0.06677594035863876,76249.0,4
val_loss,0.06679852306842804,76499.0,4
val_loss,0.0666956827044487,76749.0,4
val_loss,0.06657961755990982,76999.0,4
val_loss,0.06653847545385361,77249.0,4
val_loss,0.06883534044027328,77499.0,4
val_loss,0.06742390245199203,77749.0,4
val_loss,0.06646735966205597,77999.0,4
val_loss,0.06670240312814713,78249.0,4
val_loss,0.06743217259645462,78499.0,4
val_loss,0.06639637798070908,78749.0,4
val_loss,0.06618647277355194,78999.0,4
val_loss,0.06631531566381454,79249.0,4
val_loss,0.0664992704987526,79499.0,4
val_loss,0.0663071796298027,79749.0,4
val_loss,0.06655818223953247,79999.0,4
val_loss,0.06747446209192276,80249.0,4
val_loss,0.06605030596256256,80499.0,4
val_loss,0.06734012812376022,80749.0,4
val_loss,0.06614111363887787,80999.0,4
val_loss,0.06587345898151398,81249.0,4
val_loss,0.06608335673809052,81499.0,4
val_loss,0.06646964699029922,81749.0,4
val_loss,0.06655177474021912,81999.0,4
val_loss,0.06640173494815826,82249.0,4
val_loss,0.06651588529348373,82499.0,4
val_loss,0.06599303334951401,82749.0,4
val_loss,0.06572508066892624,82999.0,4
val_loss,0.06587577611207962,83249.0,4
val_loss,0.06594345718622208,83499.0,4
val_loss,0.06585092097520828,83749.0,4
val_loss,0.06624072045087814,83999.0,4
val_loss,0.06593969464302063,84249.0,4
val_loss,0.0659204050898552,84499.0,4
val_loss,0.06583564728498459,84749.0,4
val_loss,0.06553070992231369,84999.0,4
val_loss,0.06584242731332779,85249.0,4
val_loss,0.06568652391433716,85499.0,4
val_loss,0.06617236137390137,85749.0,4
val_loss,0.0659603700041771,85999.0,4
val_loss,0.06547216325998306,86249.0,4
val_loss,0.0711321085691452,86499.0,4
val_loss,0.06541507691144943,86749.0,4
val_loss,0.06524062901735306,86999.0,4
val_loss,0.06539277732372284,87249.0,4
val_loss,0.06532933562994003,87499.0,4
val_loss,0.06567175686359406,87749.0,4
val_loss,0.06528394669294357,87999.0,4
val_loss,0.06603298336267471,88249.0,4
val_loss,0.06514965742826462,88499.0,4
val_loss,0.06630883365869522,88749.0,4
val_loss,0.06500988453626633,88999.0,4
val_loss,0.06498881429433823,89249.0,4
val_loss,0.06502193957567215,89499.0,4
val_loss,0.06482643634080887,89749.0,4
val_loss,0.065073162317276,89999.0,4
val_loss,0.06513338536024094,90249.0,4
val_loss,0.06471266597509384,90499.0,4
val_loss,0.06502483040094376,90749.0,4
val_loss,0.06488640606403351,90999.0,4
val_loss,0.06548137962818146,91249.0,4
val_loss,0.06517909467220306,91499.0,4
val_loss,0.06456110626459122,91749.0,4
val_loss,0.06464335322380066,91999.0,4
val_loss,0.06477567553520203,92249.0,4
val_loss,0.06446212530136108,92499.0,4
val_loss,0.06476510316133499,92749.0,4
val_loss,0.06452533602714539,92999.0,4
val_loss,0.06479044258594513,93249.0,4
val_loss,0.06472864001989365,93499.0,4
val_loss,0.06567429006099701,93749.0,4
val_loss,0.06424417346715927,93999.0,4
val_loss,0.06453199684619904,94249.0,4
val_loss,0.064387746155262,94499.0,4
val_loss,0.06436916440725327,94749.0,4
val_loss,0.0642525926232338,94999.0,4
val_loss,0.06427505612373352,95249.0,4
val_loss,0.06411490589380264,95499.0,4
val_loss,0.06431940197944641,95749.0,4
val_loss,0.06381537020206451,95999.0,4
val_loss,0.06435506045818329,96249.0,4
val_loss,0.06422387808561325,96499.0,4
val_loss,0.06390774995088577,96749.0,4
val_loss,0.06387723982334137,96999.0,4
val_loss,0.06413616985082626,97249.0,4
val_loss,0.06412936002016068,97499.0,4
val_loss,0.0639861524105072,97749.0,4
val_loss,0.06429967284202576,97999.0,4
val_loss,0.06394962221384048,98249.0,4
val_loss,0.06385066360235214,98499.0,4
val_loss,0.06375367194414139,98749.0,4
val_loss,0.06402233242988586,98999.0,4
val_loss,0.06373059749603271,99249.0,4
val_loss,0.06449881941080093,99499.0,4
val_loss,0.06403864175081253,99749.0,4
val_loss,0.06378843635320663,99999.0,4
val_loss,0.06369704753160477,100249.0,4
val_loss,0.06401685625314713,100499.0,4
val_loss,0.06397274881601334,100749.0,4
val_loss,0.06403201073408127,100999.0,4
val_loss,0.06381481885910034,101249.0,4
val_loss,0.06363117694854736,101499.0,4
val_loss,0.06341569870710373,101749.0,4
val_loss,0.06375633925199509,101999.0,4
val_loss,0.06312419474124908,102249.0,4
val_loss,0.06323529034852982,102499.0,4
val_loss,0.06353742629289627,102749.0,4
val_loss,0.06370565295219421,102999.0,4
val_loss,0.06380712240934372,103249.0,4
val_loss,0.06338327378034592,103499.0,4
val_loss,0.06404943764209747,103749.0,4
val_loss,0.06305644661188126,103999.0,4
val_loss,0.06325872242450714,104249.0,4
val_loss,0.06342144310474396,104499.0,4
val_loss,0.0648106038570404,104749.0,4
val_loss,0.0641024112701416,104999.0,4
val_loss,0.06286857277154922,105249.0,4
val_loss,0.0642758309841156,105499.0,4
val_loss,0.06367973238229752,105749.0,4
val_loss,0.06312274187803268,105999.0,4
val_loss,0.06301664561033249,106249.0,4
val_loss,0.06308036297559738,106499.0,4
val_loss,0.0639428198337555,106749.0,4
val_loss,0.06260566413402557,106999.0,4
val_loss,0.06286351382732391,107249.0,4
val_loss,0.06421571224927902,107499.0,4
val_loss,0.06444531679153442,107749.0,4
val_loss,0.06373143941164017,107999.0,4
val_loss,0.0627637431025505,108249.0,4
val_loss,0.0633699893951416,108499.0,4
val_loss,0.06255223602056503,108749.0,4
val_loss,0.06246994435787201,108999.0,4
val_loss,0.06255299597978592,109249.0,4
val_loss,0.06254646927118301,109499.0,4
val_loss,0.06247550994157791,109749.0,4
val_loss,0.06267570704221725,109999.0,4
val_loss,0.06316481530666351,110249.0,4
val_loss,0.06261785328388214,110499.0,4
val_loss,0.06284467875957489,110749.0,4
val_loss,0.0633305236697197,110999.0,4
val_loss,0.06228415668010712,111249.0,4
val_loss,0.0631614699959755,111499.0,4
val_loss,0.062168341130018234,111749.0,4
val_loss,0.06243350729346275,111999.0,4
val_loss,0.06195026636123657,112249.0,4
val_loss,0.06219346076250076,112499.0,4
val_loss,0.0619543083012104,112749.0,4
val_loss,0.06218866631388664,112999.0,4
val_loss,0.062293361872434616,113249.0,4
val_loss,0.06240279600024223,113499.0,4
val_loss,0.06323129683732986,113749.0,4
val_loss,0.062373947352170944,113999.0,4
val_loss,0.06208064779639244,114249.0,4
val_loss,0.06235668435692787,114499.0,4
val_loss,0.06194469705224037,114749.0,4
val_loss,0.06274470686912537,114999.0,4
val_loss,0.061717689037323,115249.0,4
val_loss,0.062041375786066055,115499.0,4
val_loss,0.06208737939596176,115749.0,4
val_loss,0.06187265366315842,115999.0,4
val_loss,0.06202934682369232,116249.0,4
val_loss,0.06233607232570648,116499.0,4
val_loss,0.06205156818032265,116749.0,4
val_loss,0.06186724081635475,116999.0,4
val_loss,0.06228966265916824,117249.0,4
val_loss,0.061566028743982315,117499.0,4
val_loss,0.06221595034003258,117749.0,4
val_loss,0.062148042023181915,117999.0,4
val_loss,0.061697591096162796,118249.0,4
val_loss,0.06147811561822891,118499.0,4
val_loss,0.06173406168818474,118749.0,4
val_loss,0.061920955777168274,118999.0,4
val_loss,0.061731453984975815,119249.0,4
val_loss,0.061375465244054794,119499.0,4
val_loss,0.0615881085395813,119749.0,4
val_loss,0.0616208091378212,119999.0,4
val_loss,0.0612909160554409,120249.0,4
val_loss,0.06160448491573334,120499.0,4
val_loss,0.06184820458292961,120749.0,4
val_loss,0.06116900593042374,120999.0,4
val_loss,0.06201288476586342,121249.0,4
val_loss,0.062209103256464005,121499.0,4
val_loss,0.06187644973397255,121749.0,4
val_loss,0.06239735335111618,121999.0,4
val_loss,0.061187099665403366,122249.0,4
val_loss,0.06116671487689018,122499.0,4
val_loss,0.06109625846147537,122749.0,4
val_loss,0.06149865314364433,122999.0,4
val_loss,0.06111793592572212,123249.0,4
val_loss,0.061124008148908615,123499.0,4
val_loss,0.06128488481044769,123749.0,4
val_loss,0.061246078461408615,123999.0,4
val_loss,0.06120266392827034,124249.0,4
val_loss,0.0617155060172081,124499.0,4
val_loss,0.06121380999684334,124749.0,4
val_loss,0.06096658483147621,124999.0,4
val_loss,0.06100950762629509,125249.0,4
val_loss,0.061518922448158264,125499.0,4
val_loss,0.06153373420238495,125749.0,4
val_loss,0.061252936720848083,125999.0,4
val_loss,0.06150105595588684,126249.0,4
val_loss,0.060579828917980194,126499.0,4
val_loss,0.061013367027044296,126749.0,4
val_loss,0.06105336174368858,126999.0,4
val_loss,0.06087573617696762,127249.0,4
val_loss,0.06045122817158699,127499.0,4
val_loss,0.0608084537088871,127749.0,4
val_loss,0.06115300953388214,127999.0,4
val_loss,0.06050015985965729,128249.0,4
val_loss,0.06109413504600525,128499.0,4
val_loss,0.06124638393521309,128749.0,4
val_loss,0.06084403768181801,128999.0,4
val_loss,0.06044330447912216,129249.0,4
val_loss,0.06063569709658623,129499.0,4
val_loss,0.061400167644023895,129749.0,4
val_loss,0.06062551215291023,129999.0,4
val_loss,0.060664236545562744,130249.0,4
val_loss,0.06094784662127495,130499.0,4
val_loss,0.060698073357343674,130749.0,4
val_loss,0.060556560754776,130999.0,4
val_loss,0.06033822149038315,131249.0,4
val_loss,0.06025591865181923,131499.0,4
val_loss,0.06085813045501709,131749.0,4
val_loss,0.06026596575975418,131999.0,4
val_loss,0.06074003502726555,132249.0,4
val_loss,0.06101154163479805,132499.0,4
val_loss,0.06037471070885658,132749.0,4
val_loss,0.060074541717767715,132999.0,4
val_loss,0.06108938157558441,133249.0,4
val_loss,0.06061212718486786,133499.0,4
val_loss,0.06009813770651817,133749.0,4
val_loss,0.06003300100564957,133999.0,4
val_loss,0.060189370065927505,134249.0,4
val_loss,0.06056446582078934,134499.0,4
val_loss,0.060112301260232925,134749.0,4
val_loss,0.06027773395180702,134999.0,4
val_loss,0.06079164147377014,135249.0,4
val_loss,0.06011883169412613,135499.0,4
val_loss,0.05985962599515915,135749.0,4
val_loss,0.05978637933731079,135999.0,4
val_loss,0.059808019548654556,136249.0,4
val_loss,0.05986679717898369,136499.0,4
val_loss,0.0597640685737133,136749.0,4
val_loss,0.05987125635147095,136999.0,4
val_loss,0.05988994985818863,137249.0,4
val_loss,0.05988789722323418,137499.0,4
val_loss,0.059710945934057236,137749.0,4
val_loss,0.06007108464837074,137999.0,4
val_loss,0.0597301721572876,138249.0,4
val_loss,0.06061597913503647,138499.0,4
val_loss,0.06072336435317993,138749.0,4
val_loss,0.06082966551184654,138999.0,4
val_loss,0.05957946181297302,139249.0,4
val_loss,0.059478309005498886,139499.0,4
val_loss,0.05963204801082611,139749.0,4
val_loss,0.059599198400974274,139999.0,4
val_loss,0.05970296636223793,140249.0,4
val_loss,0.0595819465816021,140499.0,4
val_loss,0.05943925306200981,140749.0,4
val_loss,0.05948567017912865,140999.0,4
val_loss,0.05941319838166237,141249.0,4
val_loss,0.05944964289665222,141499.0,4
val_loss,0.059411611407995224,141749.0,4
val_loss,0.05953489616513252,141999.0,4
val_loss,0.0598183311522007,142249.0,4
val_loss,0.06003512069582939,142499.0,4
val_loss,0.05971523001790047,142749.0,4
val_loss,0.05972965806722641,142999.0,4
val_loss,0.0591607429087162,143249.0,4
val_loss,0.059201836585998535,143499.0,4
val_loss,0.05961323156952858,143749.0,4
val_loss,0.059609800577163696,143999.0,4
val_loss,0.059233713895082474,144249.0,4
val_loss,0.05944383889436722,144499.0,4
val_loss,0.06009044498205185,144749.0,4
val_loss,0.05917791277170181,144999.0,4
val_loss,0.05955631658434868,145249.0,4
val_loss,0.059004370123147964,145499.0,4
val_loss,0.059709057211875916,145749.0,4
val_loss,0.059742726385593414,145999.0,4
val_loss,0.059198688715696335,146249.0,4
val_loss,0.05895015224814415,146499.0,4
val_loss,0.06022903695702553,146749.0,4
val_loss,0.05924298241734505,146999.0,4
val_loss,0.059106096625328064,147249.0,4
val_loss,0.05962854623794556,147499.0,4
val_loss,0.0588020458817482,147749.0,4
val_loss,0.05877441167831421,147999.0,4
val_loss,0.05901975929737091,148249.0,4
val_loss,0.060085099190473557,148499.0,4
val_loss,0.05913505330681801,148749.0,4
val_loss,0.05881809443235397,148999.0,4
val_loss,0.05889621376991272,149249.0,4
val_loss,0.05983486399054527,149499.0,4
val_loss,0.05937853828072548,149749.0,4
val_loss,0.05900556221604347,149999.0,4
val_loss,0.05949470400810242,150249.0,4
val_loss,0.059392061084508896,150499.0,4
val_loss,0.0587824210524559,150749.0,4
val_loss,0.059580039232969284,150999.0,4
val_loss,0.058814696967601776,151249.0,4
val_loss,0.058902449905872345,151499.0,4
val_loss,0.05866328254342079,151749.0,4
val_loss,0.05904091149568558,151999.0,4
val_loss,0.05894746258854866,152249.0,4
val_loss,0.05889755114912987,152499.0,4
val_loss,0.05861888453364372,152749.0,4
val_loss,0.058466896414756775,152999.0,4
val_loss,0.05878085643053055,153249.0,4
val_loss,0.06016961485147476,153499.0,4
val_loss,0.05942411720752716,153749.0,4
val_loss,0.05930323526263237,153999.0,4
val_loss,0.05902272090315819,154249.0,4
val_loss,0.05891149491071701,154499.0,4
val_loss,0.05831718444824219,154749.0,4
val_loss,0.058742161840200424,154999.0,4
val_loss,0.05828307569026947,155249.0,4
val_loss,0.059105005115270615,155499.0,4
val_loss,0.05890054628252983,155749.0,4
val_loss,0.05823284760117531,155999.0,4
val_loss,0.05820779502391815,156249.0,4
val_loss,0.05858491733670235,156499.0,4
val_loss,0.06007005274295807,156749.0,4
val_loss,0.05827255919575691,156999.0,4
val_loss,0.05811762437224388,157249.0,4
val_loss,0.05865999311208725,157499.0,4
val_loss,0.05863167718052864,157749.0,4
val_loss,0.05954558029770851,157999.0,4
val_loss,0.058730773627758026,158249.0,4
val_loss,0.05830118805170059,158499.0,4
val_loss,0.058224208652973175,158749.0,4
val_loss,0.058780670166015625,158999.0,4
val_loss,0.05871901661157608,159249.0,4
val_loss,0.058193884789943695,159499.0,4
val_loss,0.05842936784029007,159749.0,4
val_loss,0.05830838531255722,159999.0,4
val_loss,0.05791454017162323,160249.0,4
val_loss,0.05785450339317322,160499.0,4
val_loss,0.058307066559791565,160749.0,4
val_loss,0.057866793125867844,160999.0,4
val_loss,0.05826033651828766,161249.0,4
val_loss,0.058144163340330124,161499.0,4
val_loss,0.0581715926527977,161749.0,4
val_loss,0.057914912700653076,161999.0,4
val_loss,0.05788208916783333,162249.0,4
val_loss,0.05793914198875427,162499.0,4
val_loss,0.057853199541568756,162749.0,4
val_loss,0.05822495371103287,162999.0,4
val_loss,0.05769886448979378,163249.0,4
val_loss,0.05936405062675476,163499.0,4
val_loss,0.05794709920883179,163749.0,4
val_loss,0.05800100415945053,163999.0,4
val_loss,0.05794312432408333,164249.0,4
val_loss,0.05798327550292015,164499.0,4
val_loss,0.05814174935221672,164749.0,4
val_loss,0.05770564824342728,164999.0,4
val_loss,0.05791917443275452,165249.0,4
val_loss,0.05817800760269165,165499.0,4
val_loss,0.05815892666578293,165749.0,4
val_loss,0.057786278426647186,165999.0,4
val_loss,0.057450857013463974,166249.0,4
val_loss,0.05752325803041458,166499.0,4
