buffer,partition,lake_id,mode,rmse,mae,corr
33,train,63,cubic,1.3906357752451737,1.1293131126475067,0.5442128853883214
33,train,35,telea,25.037485122680664,22.428592681884766,-0.7790185024086053
33,train,35,ns,17.96877098083496,16.217784881591797,-0.11875733079059984
33,train,35,linear,17.579470534284212,15.850481056215184,-0.13162617064216564
33,train,35,cubic,31.991118741442335,19.251525518315468,0.52234908005507
33,train,142,telea,9.536104202270508,8.763279914855957,-0.15318690478119779
33,train,142,ns,7.48473596572876,6.756448268890381,0.019817194971014043
33,train,142,linear,6.5567533534490385,5.901983990362854,0.0407179685045659
33,train,142,cubic,5.936173659615741,4.3016249841500995,0.4840851525093232
33,train,130,telea,6.0492048263549805,5.7039971351623535,-0.3807404724560337
33,train,130,ns,3.77390718460083,3.571506977081299,-0.12038362566228371
33,train,130,linear,3.4036140570059183,3.233637673601266,-0.01672181325491126
33,train,130,cubic,4.62326566004396,3.300014744919157,0.5502039968837557
33,train,162,telea,5.907550811767578,5.507004737854004,-0.3221681457255269
33,train,162,ns,4.032105922698975,3.748722791671753,-0.000808795515356749
33,train,162,linear,3.7168856020993655,3.4533828303688368,0.050901639219797026
33,train,162,cubic,3.195228736692892,2.302282117040336,0.3053504324131599
33,train,134,telea,3.8345603942871094,3.4884817600250244,-0.34973305567206636
33,train,134,ns,1.567731261253357,1.4897043704986572,-0.3356646580280587
33,train,134,linear,1.4421097473888729,1.3792918879154958,-0.3544452862347658
33,train,134,cubic,1.5359582904072557,1.1215733895769737,0.3700602147374569
33,train,183,telea,15.117643356323242,12.853231430053711,-0.6540927297685868
33,train,183,ns,12.671957969665527,10.605010986328125,-0.15194577992528246
33,train,183,linear,12.458091650481247,10.358588889235355,-0.23268070344021471
33,train,183,cubic,7.7909428510062675,6.236455764032325,0.7210496915502708
33,train,171,telea,9.629892349243164,8.561013221740723,-0.6083765137594447
33,train,171,ns,6.586310863494873,5.73867130279541,-0.17328913946074953
33,train,171,linear,6.271438282680241,5.448897805259146,-0.10661100754655904
33,train,171,cubic,5.646479437565159,3.7301806313561987,0.4941297906749005
33,train,122,telea,9.158414840698242,8.221939086914062,-0.29486867989082305
33,train,122,ns,6.964413642883301,6.0948686599731445,-0.03059399076441585
33,train,122,linear,6.523873787914363,5.651346532835436,0.005058870605664998
33,train,122,cubic,4.9416603885295896,3.567022338988503,0.46836943222802696
33,train,99,telea,4.059825420379639,3.7310585975646973,-0.23095497665482972
33,train,99,ns,2.7631003856658936,2.545076608657837,-0.17899895059038565
33,train,99,linear,2.568637960281336,2.4013582036234284,-0.15077058188366432
33,train,99,cubic,2.1918493905456455,1.9843580460463248,0.32060501522412
33,train,95,telea,7.994958400726318,7.6430182456970215,-0.07703161172216569
33,train,95,ns,6.322114944458008,5.9647321701049805,0.01818882687113025
33,train,95,linear,5.83589855329972,5.486630783040394,-0.007182826722121283
33,train,95,cubic,3.539095631884098,2.3934018347525274,0.6240341031414679
33,train,194,telea,12.856925010681152,11.18171501159668,-0.6362913036625363
33,train,194,ns,9.826416015625,8.411696434020996,-0.0948216558178526
33,train,194,linear,9.63539020607815,8.200943058532811,-0.16197634960640572
33,train,194,cubic,7.462339667899879,5.991344078258282,0.4045572176855437
33,train,48,telea,6.763108253479004,6.572690010070801,-0.20579950318801637
33,train,48,ns,5.146463394165039,5.0185980796813965,-0.07377648337146325
33,train,48,linear,4.63147675569091,4.533551205541599,0.007347673051699303
33,train,48,cubic,2.8742770197075953,2.2125519388146224,0.6200657306501773
33,train,186,telea,6.627046585083008,6.0923051834106445,-0.4558508652636241
33,train,186,ns,4.690666675567627,4.282491683959961,-0.32957367849290664
33,train,186,linear,4.23024839331407,3.913650194405327,-0.24307323357006713
33,train,186,cubic,5.561802785824791,3.63808516088656,0.3531502753117805
33,train,176,telea,4.2930588722229,3.8920302391052246,-0.33021143869650726
33,train,176,ns,2.7480945587158203,2.479060649871826,-0.23218624906655203
33,train,176,linear,2.2441340564651466,2.0769814012467274,-0.13702428221417598
33,train,176,cubic,2.3673097203633158,1.7841395791597974,0.3774554068627989
33,train,113,telea,2.615159749984741,2.3041703701019287,-0.47104330103251885
33,train,113,ns,1.1900115013122559,1.092394232749939,-0.46505378527697266
33,train,113,linear,1.032507569987844,0.9625929444948497,-0.5001289624967644
33,train,113,cubic,1.234300842396961,0.9059253896683914,0.695624696914294
33,train,188,telea,4.850848197937012,4.454654693603516,-0.5294264358621812
33,train,188,ns,2.9387259483337402,2.805279016494751,-0.24163245845214698
33,train,188,linear,2.684058785935514,2.5979350594944766,-0.36333742468690594
33,train,188,cubic,1.7103277986535619,1.5191917786019005,0.6622993605024486
33,train,175,telea,6.261274814605713,5.704531192779541,-0.2588336248185497
33,train,175,ns,4.074131011962891,3.6649742126464844,-0.09520941701694285
33,train,175,linear,3.388465852834584,3.1035116561519707,-0.0970158262557304
33,train,175,cubic,7.282816889721186,4.897958602861182,0.6857233671545332
33,train,38,telea,4.054237365722656,3.613882541656494,-0.483423053699422
33,train,38,ns,1.604926347732544,1.5139548778533936,0.053633132543804814
33,train,38,linear,1.5499297916109094,1.4564397382485639,-0.12615813841558784
33,train,38,cubic,1.7361141448261506,1.5557642904546163,-0.21337053767596706
33,train,120,telea,6.462095737457275,6.176201343536377,-0.23602389351551342
33,train,120,ns,4.889549255371094,4.6566243171691895,-0.11772026194446811
33,train,120,linear,4.2259994217583925,4.024041029233118,-0.09978712128533085
33,train,120,cubic,2.3144522652993436,1.8761913049642884,0.6105280336262446
33,train,116,telea,17.78649139404297,14.715216636657715,-0.6971963503374287
33,train,116,ns,11.978718757629395,9.438531875610352,-0.2537595833361851
33,train,116,linear,11.078693267175659,8.696881550066873,-0.1885618844506936
33,train,116,cubic,58.37035903248337,28.65336999354456,0.5259195663259981
33,train,8,telea,6.022308826446533,5.370070934295654,-0.703803997016578
33,train,8,ns,2.22576642036438,2.087731122970581,-0.5928521780629891
33,train,8,linear,2.186336844925838,2.0639020495334313,-0.5956668675868065
33,train,8,cubic,4.200817531824809,2.3405987996191375,0.579404522013441
33,train,100,telea,5.566871166229248,5.256298065185547,-0.40021587680197807
33,train,100,ns,3.909857749938965,3.7061994075775146,-0.19704261154851307
33,train,100,linear,3.750658830349018,3.5720105858186737,-0.2484993122880342
33,train,100,cubic,2.1367629167127875,1.923844976164203,0.6006993448873799
33,train,190,telea,17.348709106445312,14.988648414611816,-0.8047611954203202
33,train,190,ns,8.890400886535645,7.752425670623779,-0.17802731333164676
33,train,190,linear,8.80434584933943,7.669404151146941,-0.08900139014621451
33,train,190,cubic,9.616648605449281,6.994049441840002,0.2459745073185789
33,train,30,telea,3.326688051223755,2.9613425731658936,-0.4492768885949082
33,train,30,ns,1.840137004852295,1.6928842067718506,0.047179864337531095
33,train,30,linear,2.0804035826203853,2.0076378063729634,0.07240151349203433
33,train,30,cubic,14.07360287901628,11.196220398707494,-0.5216200032108992
33,train,41,telea,19.245704650878906,16.56459617614746,-0.4611851773693189
33,train,41,ns,16.300447463989258,13.734602928161621,0.0044529794456346725
33,train,41,linear,15.789504572849346,13.168432662963047,0.023263788224284564
33,train,41,cubic,11.418675726759238,8.549683313101472,0.4704057387174768
33,train,137,telea,21.685943603515625,18.599576950073242,-0.6999636706223835
33,train,137,ns,18.534780502319336,15.649007797241211,-0.2901642882031616
33,train,137,linear,18.336758387921567,15.454333583133364,-0.16603421378104283
33,train,137,cubic,14.22138975788777,11.80056049771282,0.566541965523819
33,train,135,telea,4.917067527770996,4.774384498596191,-0.20739261525382338
33,train,135,ns,3.245941400527954,3.192415952682495,-0.012650436780239482
33,train,135,linear,2.937729721979474,2.88483338687272,0.04038888715380488
33,train,135,cubic,1.3299898333366489,1.134056135062773,0.5595288622627148
33,train,193,telea,10.273775100708008,9.280896186828613,-0.4064644983103311
33,train,193,ns,8.010491371154785,7.024210453033447,-0.2870396666120574
33,train,193,linear,6.865931128994429,5.870905593739102,-0.273869217540536
33,train,193,cubic,7.705283612278926,5.432595313792928,0.7533915598567591
33,train,78,telea,5.795689105987549,5.338691711425781,-0.23598371769256585
33,train,78,ns,3.87388014793396,3.44055438041687,0.0095979305073494
33,train,78,linear,3.397691498615675,2.9590747575322722,0.000576921620506427
33,train,78,cubic,3.0679055324183633,2.3111035044525226,0.6309780246760391
33,train,69,telea,3.670731782913208,3.33393931388855,-0.5532740944573631
33,train,69,ns,1.8598508834838867,1.7914867401123047,-0.45091550710887257
33,train,69,linear,1.7980722680835908,1.7383060622037627,-0.3161090129132289
33,train,69,cubic,1.3466004943602983,1.234496253166755,0.5800352940473262
33,train,17,telea,6.2917070388793945,4.6420159339904785,-0.26295220972144995
33,train,17,ns,4.779093265533447,3.15952730178833,-0.21956331321756611
33,train,17,linear,4.23026531719408,2.930289390638826,-0.34405156136653686
33,train,17,cubic,6.174713567042993,3.2700439627353353,0.5786960455176248
33,train,141,telea,7.898943901062012,6.938932418823242,-0.4352197282817226
33,train,141,ns,5.805346488952637,5.021455764770508,-0.3019610379414613
33,train,141,linear,5.303077525100762,4.670729612109723,-0.06298976356249111
33,train,141,cubic,5.818308986087998,4.042677431539353,0.43218717622247615
33,train,146,telea,8.576269149780273,7.416419982910156,-0.44003885567046513
33,train,146,ns,6.329748630523682,5.297266483306885,-0.12860068230515137
33,train,146,linear,5.987038935763037,4.962197071872196,-0.13533373231791204
33,train,146,cubic,7.981182698086854,5.083322293848067,0.5160551892053443
33,train,34,telea,7.12838888168335,6.700003623962402,-0.572688115931061
33,train,34,ns,4.84653902053833,4.632543563842773,-0.3448594381526891
33,train,34,linear,4.492127443227061,4.297458477282774,-0.32885191906011946
33,train,34,cubic,3.8420677330442055,2.8447491190657153,0.7501835620664709
33,train,68,telea,5.878466606140137,5.1973795890808105,-0.6299624178860243
33,train,68,ns,2.9946460723876953,2.656764507293701,-0.39792987446213696
33,train,68,linear,2.908811297115446,2.569189252638015,-0.5374061900989884
33,train,68,cubic,3.745462140926031,2.523489079939087,0.618002878769094
33,train,25,telea,8.71540641784668,7.336731433868408,-0.5503634753414588
33,train,25,ns,6.862389087677002,5.594871997833252,-0.3873586048647488
33,train,25,linear,6.205076240608289,5.195599313499969,-0.22746409727417938
33,train,25,cubic,7.488648756458849,4.497187526440326,0.7068970309983185
33,train,42,telea,5.573536396026611,5.090864181518555,-0.5361950142004096
33,train,42,ns,3.308079957962036,3.0416767597198486,-0.07912663840697681
33,train,42,linear,2.9409756380638865,2.7358279704621924,-0.11830223679350381
33,train,42,cubic,6.476849572724011,4.262085883082907,0.7922606227940265
33,train,4,telea,7.964121341705322,7.51166296005249,-0.38315426606895003
33,train,4,ns,5.936017990112305,5.537372589111328,-0.1829784455733282
33,train,4,linear,5.095396969323456,4.738323886420348,-0.04065774960793664
33,train,4,cubic,3.429651729645348,2.4894629405260984,0.8571839111747136
33,train,52,telea,2.7796027660369873,2.494706630706787,-0.41307525665255085
33,train,52,ns,1.4756771326065063,1.4228116273880005,-0.20735485528381858
33,train,52,linear,1.4022180909061004,1.3659304545969182,0.07825404260375197
33,train,52,cubic,1.1837828026090387,1.081393216436943,0.4110550109352943
33,train,182,telea,4.215049743652344,3.9509801864624023,-0.25508409947614213
33,train,182,ns,2.7346367835998535,2.5846149921417236,-0.005236051312643913
33,train,182,linear,2.5111538643560776,2.3811485716677203,-0.01343661464259157
33,train,182,cubic,1.7697020622723327,1.5198191098229081,0.46615891407566756
33,train,209,telea,5.084936618804932,4.729637622833252,-0.46946076065889975
33,train,209,ns,3.2844722270965576,3.0020575523376465,-0.35779009901105513
33,train,209,linear,2.9089868813117747,2.753334217227859,-0.4733057401671399
33,train,209,cubic,6.319801248556683,3.648546979940524,0.7281285327393097
33,train,158,telea,6.070870399475098,5.439975261688232,-0.6754678623847218
33,train,158,ns,3.0538980960845947,2.8183705806732178,-0.24200474320058157
33,train,158,linear,2.9285747950328,2.706368475593524,-0.30528575550917253
33,train,158,cubic,7.693043446781613,4.313778656743222,0.5576260598803384
33,train,163,telea,13.735010147094727,12.953190803527832,-0.08905483150790197
33,train,163,ns,11.384241104125977,10.57857894897461,0.11608140586807215
33,train,163,linear,10.338326026227394,9.436692156978253,0.02881389385935107
33,train,163,cubic,6.8882599448981,4.781995210940547,0.6282764608708982
33,train,97,telea,4.940095901489258,4.6615447998046875,-0.27058518261621284
33,train,97,ns,3.5549190044403076,3.396233558654785,0.1625825484709703
33,train,97,linear,3.356123417663241,3.199242429737108,0.21477118654007038
33,train,97,cubic,2.5249039082918134,2.36390393317145,0.593609655608539
33,train,125,telea,8.822318077087402,8.115227699279785,-0.25295694699802146
33,train,125,ns,6.913095474243164,6.207034587860107,-0.10692128712888137
33,train,125,linear,6.213592511050524,5.476764825691139,-0.1849129418061867
33,train,125,cubic,3.3335104878719135,2.4248553711181406,0.6744774982038152
33,train,16,telea,5.2031354904174805,4.815445899963379,-0.44287522520968375
33,train,16,ns,2.9329450130462646,2.7500760555267334,-0.05931576780275225
33,train,16,linear,2.673073763841122,2.5102941609236056,-0.14385966553253887
33,train,16,cubic,5.019054890751176,3.7547386217678325,0.6324999731874454
33,train,129,telea,4.648514270782471,4.22091007232666,-0.5504649330694845
33,train,129,ns,1.8071612119674683,1.777719497680664,-0.2930684205622353
33,train,129,linear,1.862247101164063,1.8339714769944981,-0.43911851203295205
33,train,129,cubic,4.268702397274216,3.4095114992868507,-0.29449878293039794
33,train,109,telea,7.839152812957764,7.0610833168029785,-0.4048965911670762
33,train,109,ns,5.881768703460693,5.212657451629639,-0.2177114292807615
33,train,109,linear,5.714772346411645,5.067602411862221,-0.30324638683280064
33,train,109,cubic,2.454782972827604,2.015371799316057,0.6768917924029874
33,train,205,telea,8.66080093383789,7.8765058517456055,-0.581790480221073
33,train,205,ns,6.532722473144531,5.8842926025390625,-0.3842086825994196
33,train,205,linear,6.0291723097508525,5.4438917914913665,-0.3586506257549929
33,train,205,cubic,3.142435559503601,2.5591298227006645,0.6984748129130728
33,train,174,telea,6.192468643188477,5.821315288543701,-0.13627759649728566
33,train,174,ns,4.666204452514648,4.277249336242676,-0.022908883164056714
33,train,174,linear,3.993461274825406,3.6261111495871163,-0.025796634916999607
33,train,174,cubic,1.7426544314643462,1.3961349208321236,0.7669275366511376
33,train,44,telea,2.9553487300872803,2.640760660171509,-0.12190182610595118
33,train,44,ns,1.494506597518921,1.392615795135498,0.2446251161373797
33,train,44,linear,1.2346068911526535,1.196234174823343,0.32870609950321544
33,train,44,cubic,1.2493711095660052,0.8927295900217046,0.43335206225891204
33,train,154,telea,8.096257209777832,7.536994457244873,-0.5622198076672672
33,train,154,ns,4.194940567016602,3.9448184967041016,-0.2748690783878329
33,train,154,linear,3.8409682482700016,3.6474050551848625,-0.2745563725157468
33,train,154,cubic,11.01792179809149,7.604177353073224,0.4852196905430554
33,train,19,telea,5.150301456451416,4.7596306800842285,-0.485720353915238
33,train,19,ns,2.932119369506836,2.768986225128174,-0.05506169990386623
33,train,19,linear,2.7043328224146985,2.583154285090996,-0.09477171507651025
33,train,19,cubic,2.966269426147365,2.0690433410515445,0.46912386499106445
33,train,157,telea,12.579767227172852,11.142870903015137,-0.6557284555155667
33,train,157,ns,9.121932983398438,8.057976722717285,-0.053129647728037084
33,train,157,linear,8.910630077358304,7.844875502140733,-0.0023491404299347714
33,train,157,cubic,6.390125267633281,5.108240488447473,0.3966752117043206
33,train,181,telea,6.3182220458984375,5.659079551696777,-0.3864571305850332
33,train,181,ns,4.4116740226745605,3.9379143714904785,0.009902970991624
33,train,181,linear,4.266093938111856,3.800333057658507,-0.08389887861624179
33,train,181,cubic,8.37323207932583,5.373985882779041,0.2503589595639781
33,train,123,telea,6.932258129119873,6.482795238494873,-0.2549723714695009
33,train,123,ns,4.894815921783447,4.510308265686035,-0.1481845402409634
33,train,123,linear,4.201392833628867,3.865009354870917,-0.22843412082114728
33,train,123,cubic,3.9441183620089184,2.9550695934976505,0.7256314008140013
33,train,7,telea,12.869171142578125,11.316652297973633,-0.6709413215829291
33,train,7,ns,3.7671568393707275,3.5399177074432373,-0.15397007545935637
33,train,7,linear,3.5767799054026606,3.4001115372804422,-0.07231602282684706
33,train,7,cubic,33.811767119207154,16.834847123528743,0.38760176848276706
33,train,197,telea,2.644188165664673,2.3661465644836426,-0.10501477498044842
33,train,197,ns,1.1899473667144775,1.116542935371399,-0.26446364306802955
33,train,197,linear,1.1430876916533264,1.084998814804412,-0.21176017870046357
33,train,197,cubic,1.0979017610835549,0.9710415513350243,0.12735186452967817
33,train,60,telea,2.699337959289551,2.4528698921203613,-0.19557866967922907
33,train,60,ns,1.3813145160675049,1.305845022201538,-0.014600003038540837
33,train,60,linear,1.2092052164850098,1.1689062101155088,0.12742953627930312
33,train,60,cubic,0.9600180206266493,0.8051542855493297,0.27285005898698883
33,train,31,telea,3.840212821960449,3.6264498233795166,-0.2735021077021777
33,train,31,ns,2.363844633102417,2.3153185844421387,0.29145071853357973
33,train,31,linear,2.350498731167057,2.300178900460573,0.2418414306582504
33,train,31,cubic,2.615039228288251,2.523506215402039,0.015436596675679464
33,train,89,telea,5.535118579864502,4.803218841552734,-0.6425955577008079
33,train,89,ns,3.2937119007110596,2.8353023529052734,-0.37241956747028004
33,train,89,linear,2.9719446973609807,2.6176657310644953,-0.4176416960798448
33,train,89,cubic,5.688718795212707,3.371315967052184,0.6672567590227436
33,train,66,telea,4.386938095092773,4.146874904632568,-0.15447234232183574
33,train,66,ns,2.647233247756958,2.4970428943634033,-0.16033559718075047
33,train,66,linear,2.3378183146350056,2.2035277300969898,-0.10187363344520668
33,train,66,cubic,1.9753872975980542,1.5356604946418808,0.45256042772442834
33,train,201,telea,9.257308959960938,8.290190696716309,-0.4485643644140534
33,train,201,ns,7.256010055541992,6.352100849151611,-0.2663169829004402
33,train,201,linear,6.601863025008003,5.9059435957532065,-0.18405877343350224
33,train,201,cubic,8.608925449786522,5.34066171564533,0.6092581563271514
33,train,184,telea,6.904104232788086,6.395873069763184,-0.43839988607449487
33,train,184,ns,4.546772003173828,4.173598766326904,-0.2700310634869228
33,train,184,linear,4.207639576442268,3.8658903757862464,-0.382075348369279
33,train,184,cubic,2.5203735430848186,2.053863864277072,0.4408497534347694
33,train,6,telea,16.296525955200195,14.666654586791992,-0.3932141502199014
33,train,6,ns,14.062955856323242,12.474818229675293,-0.11978431456703661
33,train,6,linear,13.210195591649018,11.54629539402688,-0.20979791820690208
33,train,6,cubic,7.246379061580121,5.580168425072957,0.563713426111678
33,train,199,telea,5.5053791999816895,5.140862464904785,-0.31641770832919003
33,train,199,ns,3.740499496459961,3.4777374267578125,-0.1675846244235633
33,train,199,linear,3.403586694208889,3.2040133000895734,-0.25222704559644143
33,train,199,cubic,2.4823690674634746,2.0549208128070537,0.652086688726617
33,train,20,telea,3.1047418117523193,2.8356616497039795,-0.07111168382769943
33,train,20,ns,1.8511693477630615,1.634470820426941,0.07198118697623175
33,train,20,linear,1.5829044884751566,1.3852496820711198,0.07194882364413427
33,train,20,cubic,0.9932202463456116,0.7621350341224934,0.3998481121973824
33,train,58,telea,8.750054359436035,7.552657127380371,-0.5920070457776399
33,train,58,ns,6.687373161315918,5.563436508178711,-0.40185349141304505
33,train,58,linear,6.191555921304831,5.110465243818086,-0.17038619093340676
33,train,58,cubic,4.17837349456987,3.035094257217374,0.7826678319972984
33,train,103,telea,4.903071880340576,4.527453422546387,-0.37148141340310653
33,train,103,ns,3.0662660598754883,2.825106620788574,-0.1244252281007244
33,train,103,linear,2.5172452631784563,2.418787509764132,-0.0726421138189438
33,train,103,cubic,2.995615791819584,2.1667939016724764,0.32834235683519647
33,valid,55,telea,5.801331043243408,5.390810489654541,-0.5275883945359509
33,valid,55,ns,3.007899045944214,2.8429512977600098,-0.12430229109103337
33,valid,55,linear,2.688865653600909,2.556425358092462,-0.20988780951685773
33,valid,55,cubic,4.947631048511221,3.276135456930124,0.5569885467299022
33,valid,138,telea,2.919182777404785,2.5453526973724365,-0.28505905455563213
33,valid,138,ns,0.8370485305786133,0.7834877371788025,-0.09874976732287609
33,valid,138,linear,0.7952446423563423,0.7446572088570099,-0.17999284378699792
33,valid,138,cubic,1.0230821263520664,0.7502953871389163,-0.035421746197436446
33,valid,166,telea,4.783462047576904,4.562138080596924,0.002094045456264604
33,valid,166,ns,3.0978786945343018,3.001472234725952,0.17146392814915007
33,valid,166,linear,2.981292705006483,2.88366872847574,0.12218021730865423
33,valid,166,cubic,2.299306034865079,2.039497641224152,0.05103893664077403
33,valid,36,telea,11.245828628540039,9.783002853393555,-0.5118085813049741
33,valid,36,ns,8.866623878479004,7.47822904586792,-0.23958924650061664
33,valid,36,linear,8.39982724949456,7.031900977581373,-0.2063036655130517
33,valid,36,cubic,5.043743399308911,3.5411495637442187,0.5889109761768615
33,valid,156,telea,2.9407360553741455,2.639770030975342,-0.4445448214456572
33,valid,156,ns,1.2145380973815918,1.1937065124511719,-0.05351960568331317
33,valid,156,linear,1.1643046124083112,1.1458067473671127,0.12912870507981347
33,valid,156,cubic,0.8727694806175235,0.8241410363864985,0.4960259235273943
33,valid,67,telea,3.900923252105713,3.5695223808288574,-0.2998962854602516
33,valid,67,ns,2.099489688873291,1.954327940940857,0.04419415351365197
33,valid,67,linear,1.782682048637557,1.6574483818441306,-0.10057074439253841
33,valid,67,cubic,1.6474649810555813,1.1841543667171008,0.7819124118325096
33,valid,5,telea,3.502340316772461,3.2419395446777344,-0.007006136624008457
33,valid,5,ns,1.682584285736084,1.6094762086868286,0.3557541185056625
33,valid,5,linear,1.44381168408661,1.3872359475467104,0.35235843066109424
