metric,value,step,buffer,weights,init_features
val_loss,0.056999173015356064,2231.0,33,random,4
val_loss,0.05446778982877731,2243.0,33,random,4
val_loss,0.06258469074964523,2255.0,33,random,4
val_loss,0.05614364892244339,2267.0,33,random,4
val_loss,0.05725157633423805,2279.0,33,random,4
val_loss,0.06645067781209946,2291.0,33,random,4
val_loss,0.05890035256743431,2303.0,33,random,4
val_loss,0.052282191812992096,2315.0,33,random,4
val_loss,0.053469520062208176,2327.0,33,random,4
val_loss,0.05703918635845184,2339.0,33,random,4
val_loss,0.05200423672795296,2351.0,33,random,4
val_loss,0.06429697573184967,2363.0,33,random,4
val_loss,0.051322486251592636,2375.0,33,random,4
val_loss,0.0541885569691658,2387.0,33,random,4
val_loss,0.052805379033088684,2399.0,33,random,4
val_loss,0.07364250719547272,2411.0,33,random,4
val_loss,0.06589457392692566,2423.0,33,random,4
val_loss,0.050892800092697144,2435.0,33,random,4
val_loss,0.05053423345088959,2447.0,33,random,4
val_loss,0.05675932392477989,2459.0,33,random,4
val_loss,0.05050484836101532,2471.0,33,random,4
val_loss,0.05328567326068878,2483.0,33,random,4
val_loss,0.050471898168325424,2495.0,33,random,4
val_loss,0.04920574650168419,2507.0,33,random,4
val_loss,0.05051819607615471,2519.0,33,random,4
val_loss,0.05164920911192894,2531.0,33,random,4
val_loss,0.049099165946245193,2543.0,33,random,4
val_loss,0.048840589821338654,2555.0,33,random,4
val_loss,0.045983683317899704,2567.0,33,random,4
val_loss,0.04591245949268341,2579.0,33,random,4
val_loss,0.05766495317220688,2591.0,33,random,4
val_loss,0.045408349484205246,2603.0,33,random,4
val_loss,0.05374603718519211,2615.0,33,random,4
val_loss,0.05208560451865196,2627.0,33,random,4
val_loss,0.046667926013469696,2639.0,33,random,4
val_loss,0.049444276839494705,2651.0,33,random,4
val_loss,0.04593893513083458,2663.0,33,random,4
val_loss,0.04873795807361603,2675.0,33,random,4
val_loss,0.06230304390192032,2687.0,33,random,4
val_loss,0.04643522948026657,2699.0,33,random,4
val_loss,0.04371453821659088,2711.0,33,random,4
val_loss,0.04358028993010521,2723.0,33,random,4
val_loss,0.04618566110730171,2735.0,33,random,4
val_loss,0.07722745090723038,2747.0,33,random,4
val_loss,0.06181006133556366,2759.0,33,random,4
val_loss,0.05546092614531517,2771.0,33,random,4
val_loss,0.044379767030477524,2783.0,33,random,4
val_loss,0.05042893439531326,2795.0,33,random,4
val_loss,0.04364144057035446,2807.0,33,random,4
val_loss,0.045821573585271835,2819.0,33,random,4
val_loss,0.04451940953731537,2831.0,33,random,4
val_loss,0.06128910183906555,2843.0,33,random,4
val_loss,0.08479798585176468,2855.0,33,random,4
val_loss,0.04314908757805824,2867.0,33,random,4
val_loss,0.04582799971103668,2879.0,33,random,4
val_loss,0.04529952257871628,2891.0,33,random,4
val_loss,0.0451863668859005,2903.0,33,random,4
val_loss,0.052445560693740845,2915.0,33,random,4
val_loss,0.04780636727809906,2927.0,33,random,4
val_loss,0.05791075900197029,2939.0,33,random,4
val_loss,0.050098683685064316,2951.0,33,random,4
val_loss,0.04988778010010719,2963.0,33,random,4
val_loss,0.045972973108291626,2975.0,33,random,4
val_loss,0.04859704151749611,2987.0,33,random,4
val_loss,0.06469926238059998,2999.0,33,random,4
val_loss,0.04790282994508743,3011.0,33,random,4
val_loss,0.04589781537652016,3023.0,33,random,4
val_loss,0.04249108210206032,3035.0,33,random,4
val_loss,0.04240488260984421,3047.0,33,random,4
val_loss,0.044183481484651566,3059.0,33,random,4
val_loss,0.04319067671895027,3071.0,33,random,4
val_loss,0.041881754994392395,3083.0,33,random,4
val_loss,0.042648978531360626,3095.0,33,random,4
val_loss,0.0442013256251812,3107.0,33,random,4
val_loss,0.04129146784543991,3119.0,33,random,4
val_loss,0.0627189502120018,3131.0,33,random,4
val_loss,0.06019793823361397,3143.0,33,random,4
val_loss,0.04159208759665489,3155.0,33,random,4
val_loss,0.04077080637216568,3167.0,33,random,4
val_loss,0.06093720346689224,3179.0,33,random,4
val_loss,0.04801877588033676,3191.0,33,random,4
val_loss,0.0414816290140152,3203.0,33,random,4
val_loss,0.05364081636071205,3215.0,33,random,4
val_loss,0.06558714807033539,3227.0,33,random,4
val_loss,0.06470534205436707,3239.0,33,random,4
val_loss,0.09033447504043579,3251.0,33,random,4
val_loss,0.0646812915802002,3263.0,33,random,4
val_loss,0.041611216962337494,3275.0,33,random,4
val_loss,0.039972055703401566,3287.0,33,random,4
val_loss,0.057146117091178894,3299.0,33,random,4
val_loss,0.06551575660705566,3311.0,33,random,4
val_loss,0.06658924371004105,3323.0,33,random,4
val_loss,0.06260247528553009,3335.0,33,random,4
val_loss,0.0461956225335598,3347.0,33,random,4
val_loss,0.044785138219594955,3359.0,33,random,4
val_loss,0.04127652198076248,3371.0,33,random,4
val_loss,0.04056227207183838,3383.0,33,random,4
val_loss,0.039578527212142944,3395.0,33,random,4
val_loss,0.05342112109065056,3407.0,33,random,4
val_loss,0.06655443459749222,3419.0,33,random,4
val_loss,0.07922413945198059,3431.0,33,random,4
val_loss,0.070832259953022,3443.0,33,random,4
val_loss,0.0713830217719078,3455.0,33,random,4
val_loss,0.04902096837759018,3467.0,33,random,4
val_loss,0.042316704988479614,3479.0,33,random,4
val_loss,0.046671848744153976,3491.0,33,random,4
val_loss,0.05456980690360069,3503.0,33,random,4
val_loss,0.03942349925637245,3515.0,33,random,4
val_loss,0.03834228590130806,3527.0,33,random,4
val_loss,0.039711564779281616,3539.0,33,random,4
val_loss,0.040053676813840866,3551.0,33,random,4
val_loss,0.0448887012898922,3563.0,33,random,4
val_loss,0.039026059210300446,3575.0,33,random,4
val_loss,0.06547724455595016,3587.0,33,random,4
val_loss,0.05643371865153313,3599.0,33,random,4
val_loss,0.04171731695532799,3611.0,33,random,4
val_loss,0.038542263209819794,3623.0,33,random,4
val_loss,0.039425455033779144,3635.0,33,random,4
val_loss,0.04465924948453903,3647.0,33,random,4
val_loss,0.04292749613523483,3659.0,33,random,4
val_loss,0.053018923848867416,3671.0,33,random,4
val_loss,0.04531465843319893,3683.0,33,random,4
val_loss,0.03911146894097328,3695.0,33,random,4
val_loss,0.046872880309820175,3707.0,33,random,4
val_loss,0.041306160390377045,3719.0,33,random,4
val_loss,0.03848333656787872,3731.0,33,random,4
val_loss,0.0385294072329998,3743.0,33,random,4
val_loss,0.03985857591032982,3755.0,33,random,4
val_loss,0.04163547605276108,3767.0,33,random,4
val_loss,0.03903559222817421,3779.0,33,random,4
val_loss,0.03725983947515488,3791.0,33,random,4
val_loss,0.05930053070187569,3803.0,33,random,4
val_loss,0.03923705965280533,3815.0,33,random,4
val_loss,0.04905995354056358,3827.0,33,random,4
val_loss,0.07700376957654953,3839.0,33,random,4
val_loss,0.05798402428627014,3851.0,33,random,4
val_loss,0.05602714791893959,3863.0,33,random,4
val_loss,0.04038209840655327,3875.0,33,random,4
val_loss,0.043723877519369125,3887.0,33,random,4
val_loss,0.039583150297403336,3899.0,33,random,4
val_loss,0.037834953516721725,3911.0,33,random,4
val_loss,0.03737331181764603,3923.0,33,random,4
val_loss,0.039572399109601974,3935.0,33,random,4
val_loss,0.041357532143592834,3947.0,33,random,4
val_loss,0.0377512089908123,3959.0,33,random,4
val_loss,0.03678138554096222,3971.0,33,random,4
val_loss,0.04829775169491768,3983.0,33,random,4
val_loss,0.043740164488554,3995.0,33,random,4
val_loss,0.04676910117268562,4007.0,33,random,4
val_loss,0.04174287989735603,4019.0,33,random,4
val_loss,0.044100429862737656,4031.0,33,random,4
val_loss,0.04302023723721504,4043.0,33,random,4
val_loss,0.03779520094394684,4055.0,33,random,4
val_loss,0.05191783234477043,4067.0,33,random,4
val_loss,0.04156940430402756,4079.0,33,random,4
val_loss,0.039961256086826324,4091.0,33,random,4
val_loss,0.04493945091962814,4103.0,33,random,4
val_loss,0.053757019340991974,4115.0,33,random,4
val_loss,0.0794297307729721,4127.0,33,random,4
val_loss,0.04975760355591774,4139.0,33,random,4
val_loss,0.040685977786779404,4151.0,33,random,4
val_loss,0.03682592883706093,4163.0,33,random,4
val_loss,0.03736134618520737,4175.0,33,random,4
val_loss,0.03974052518606186,4187.0,33,random,4
val_loss,0.04331381246447563,4199.0,33,random,4
val_loss,0.03597071021795273,4211.0,33,random,4
val_loss,0.03639642149209976,4223.0,33,random,4
val_loss,0.036017172038555145,4235.0,33,random,4
val_loss,0.0399588979780674,4247.0,33,random,4
val_loss,0.041315335780382156,4259.0,33,random,4
val_loss,0.03531423211097717,4271.0,33,random,4
val_loss,0.0411270447075367,4283.0,33,random,4
val_loss,0.040667276829481125,4295.0,33,random,4
val_loss,0.03567345440387726,4307.0,33,random,4
val_loss,0.038099776953458786,4319.0,33,random,4
val_loss,0.0369989350438118,4331.0,33,random,4
val_loss,0.05484168604016304,4343.0,33,random,4
val_loss,0.060944098979234695,4355.0,33,random,4
val_loss,0.06831587851047516,4367.0,33,random,4
val_loss,0.03675477206707001,4379.0,33,random,4
val_loss,0.03675154969096184,4391.0,33,random,4
val_loss,0.042345695197582245,4403.0,33,random,4
val_loss,0.05615077540278435,4415.0,33,random,4
val_loss,0.061674486845731735,4427.0,33,random,4
val_loss,0.04722285270690918,4439.0,33,random,4
val_loss,0.039736367762088776,4451.0,33,random,4
val_loss,0.038062144070863724,4463.0,33,random,4
val_loss,0.0412902906537056,4475.0,33,random,4
val_loss,0.037238843739032745,4487.0,33,random,4
val_loss,0.04051072150468826,4499.0,33,random,4
val_loss,0.04114314913749695,4511.0,33,random,4
val_loss,0.048130203038454056,4523.0,33,random,4
val_loss,0.035707712173461914,4535.0,33,random,4
val_loss,0.038177404552698135,4547.0,33,random,4
val_loss,0.0348517969250679,4559.0,33,random,4
val_loss,0.034900326281785965,4571.0,33,random,4
val_loss,0.034365057945251465,4583.0,33,random,4
val_loss,0.0409679114818573,4595.0,33,random,4
val_loss,0.03705182299017906,4607.0,33,random,4
val_loss,0.03558773919939995,4619.0,33,random,4
val_loss,0.03616678714752197,4631.0,33,random,4
val_loss,0.04900362715125084,4643.0,33,random,4
val_loss,0.034742143005132675,4655.0,33,random,4
val_loss,0.03896641358733177,4667.0,33,random,4
val_loss,0.06692565977573395,4679.0,33,random,4
val_loss,0.053130339831113815,4691.0,33,random,4
val_loss,0.03701583668589592,4703.0,33,random,4
val_loss,0.03482183814048767,4715.0,33,random,4
val_loss,0.03722474351525307,4727.0,33,random,4
val_loss,0.03620203211903572,4739.0,33,random,4
val_loss,0.04869624227285385,4751.0,33,random,4
val_loss,0.05392245575785637,4763.0,33,random,4
val_loss,0.03757743537425995,4775.0,33,random,4
val_loss,0.04975433647632599,4787.0,33,random,4
val_loss,0.03919344022870064,4799.0,33,random,4
val_loss,0.03368358686566353,4811.0,33,random,4
val_loss,0.03529975935816765,4823.0,33,random,4
val_loss,0.03990961238741875,4835.0,33,random,4
val_loss,0.033421386033296585,4847.0,33,random,4
val_loss,0.039117567241191864,4859.0,33,random,4
val_loss,0.046782080084085464,4871.0,33,random,4
val_loss,0.03817019239068031,4883.0,33,random,4
val_loss,0.036332499235868454,4895.0,33,random,4
val_loss,0.03599279746413231,4907.0,33,random,4
val_loss,0.03685200214385986,4919.0,33,random,4
val_loss,0.040915124118328094,4931.0,33,random,4
val_loss,0.04573522508144379,4943.0,33,random,4
val_loss,0.03679882735013962,4955.0,33,random,4
val_loss,0.037664175033569336,4967.0,33,random,4
val_loss,0.03600311651825905,4979.0,33,random,4
val_loss,0.034824613481760025,4991.0,33,random,4
val_loss,0.03825464844703674,5003.0,33,random,4
val_loss,0.04019831120967865,5015.0,33,random,4
val_loss,0.04471813142299652,5027.0,33,random,4
val_loss,0.04435519501566887,5039.0,33,random,4
val_loss,0.033437881618738174,5051.0,33,random,4
val_loss,0.03449342027306557,5063.0,33,random,4
val_loss,0.035902075469493866,5075.0,33,random,4
val_loss,0.03318271413445473,5087.0,33,random,4
val_loss,0.036595363169908524,5099.0,33,random,4
val_loss,0.03686072304844856,5111.0,33,random,4
val_loss,0.039866168051958084,5123.0,33,random,4
val_loss,0.03441412374377251,5135.0,33,random,4
val_loss,0.03583834320306778,5147.0,33,random,4
val_loss,0.036820121109485626,5159.0,33,random,4
val_loss,0.03695768862962723,5171.0,33,random,4
val_loss,0.038880396634340286,5183.0,33,random,4
val_loss,0.03299609199166298,5195.0,33,random,4
val_loss,0.037268415093421936,5207.0,33,random,4
val_loss,0.035748109221458435,5219.0,33,random,4
val_loss,0.03515699505805969,5231.0,33,random,4
val_loss,0.040112074464559555,5243.0,33,random,4
val_loss,0.048370610922575,5255.0,33,random,4
val_loss,0.04173992574214935,5267.0,33,random,4
val_loss,0.03867169842123985,5279.0,33,random,4
val_loss,0.03596310317516327,5291.0,33,random,4
val_loss,0.03431001678109169,5303.0,33,random,4
val_loss,0.03572700917720795,5315.0,33,random,4
val_loss,0.04642901569604874,5327.0,33,random,4
val_loss,0.03436458855867386,5339.0,33,random,4
val_loss,0.0355512872338295,5351.0,33,random,4
val_loss,0.05380364879965782,5363.0,33,random,4
val_loss,0.04027225822210312,5375.0,33,random,4
val_loss,0.03563075512647629,5387.0,33,random,4
val_loss,0.03275296837091446,5399.0,33,random,4
val_loss,0.033813461661338806,5411.0,33,random,4
val_loss,0.03591346740722656,5423.0,33,random,4
val_loss,0.04758418723940849,5435.0,33,random,4
val_loss,0.03850511834025383,5447.0,33,random,4
val_loss,0.05248192325234413,5459.0,33,random,4
val_loss,0.040538057684898376,5471.0,33,random,4
val_loss,0.03380688279867172,5483.0,33,random,4
val_loss,0.03503543511033058,5495.0,33,random,4
val_loss,0.03549906983971596,5507.0,33,random,4
val_loss,0.03453732654452324,5519.0,33,random,4
val_loss,0.032529257237911224,5531.0,33,random,4
val_loss,0.03259361535310745,5543.0,33,random,4
val_loss,0.032478008419275284,5555.0,33,random,4
val_loss,0.03310747817158699,5567.0,33,random,4
val_loss,0.039919015020132065,5579.0,33,random,4
val_loss,0.04495673254132271,5591.0,33,random,4
val_loss,0.032385602593421936,5603.0,33,random,4
val_loss,0.0341523140668869,5615.0,33,random,4
val_loss,0.0411992073059082,5627.0,33,random,4
val_loss,0.04048135131597519,5639.0,33,random,4
val_loss,0.035939160734415054,5651.0,33,random,4
val_loss,0.03382328897714615,5663.0,33,random,4
val_loss,0.04856204614043236,5675.0,33,random,4
val_loss,0.04009173437952995,5687.0,33,random,4
val_loss,0.033442120999097824,5699.0,33,random,4
val_loss,0.03664668649435043,5711.0,33,random,4
val_loss,0.04158468171954155,5723.0,33,random,4
val_loss,0.04026194289326668,5735.0,33,random,4
val_loss,0.03213302791118622,5747.0,33,random,4
val_loss,0.0356166809797287,5759.0,33,random,4
val_loss,0.03346851468086243,5771.0,33,random,4
val_loss,0.05271497741341591,5783.0,33,random,4
val_loss,0.03218689188361168,5795.0,33,random,4
val_loss,0.03651675209403038,5807.0,33,random,4
val_loss,0.046506114304065704,5819.0,33,random,4
val_loss,0.04567898064851761,5831.0,33,random,4
val_loss,0.03185245767235756,5843.0,33,random,4
val_loss,0.03220899775624275,5855.0,33,random,4
val_loss,0.033275771886110306,5867.0,33,random,4
val_loss,0.03247596696019173,5879.0,33,random,4
val_loss,0.03307894989848137,5891.0,33,random,4
val_loss,0.05010870099067688,5903.0,33,random,4
val_loss,0.04828796535730362,5915.0,33,random,4
val_loss,0.03595901280641556,5927.0,33,random,4
val_loss,0.04645705968141556,5939.0,33,random,4
val_loss,0.04534263163805008,5951.0,33,random,4
val_loss,0.04545484483242035,5963.0,33,random,4
val_loss,0.04027082398533821,5975.0,33,random,4
val_loss,0.0334472730755806,5987.0,33,random,4
val_loss,0.03151240199804306,5999.0,33,random,4
val_loss_original_scale,83.016845703125,11.0,33,random,4
val_loss_original_scale,82.44572448730469,23.0,33,random,4
val_loss_original_scale,81.97603607177734,35.0,33,random,4
val_loss_original_scale,81.53624725341797,47.0,33,random,4
val_loss_original_scale,81.10882568359375,59.0,33,random,4
val_loss_original_scale,80.68312072753906,71.0,33,random,4
val_loss_original_scale,80.22374725341797,83.0,33,random,4
val_loss_original_scale,79.66828918457031,95.0,33,random,4
val_loss_original_scale,79.03234100341797,107.0,33,random,4
val_loss_original_scale,77.10105895996094,119.0,33,random,4
val_loss_original_scale,56.76605987548828,131.0,33,random,4
val_loss_original_scale,47.75212097167969,143.0,33,random,4
val_loss_original_scale,51.80036926269531,155.0,33,random,4
val_loss_original_scale,47.50193786621094,167.0,33,random,4
val_loss_original_scale,51.785865783691406,179.0,33,random,4
val_loss_original_scale,47.32454299926758,191.0,33,random,4
val_loss_original_scale,47.69987106323242,203.0,33,random,4
val_loss_original_scale,48.97682189941406,215.0,33,random,4
val_loss_original_scale,49.28533172607422,227.0,33,random,4
val_loss_original_scale,47.8752555847168,239.0,33,random,4
val_loss_original_scale,47.32942199707031,251.0,33,random,4
val_loss_original_scale,47.091552734375,263.0,33,random,4
val_loss_original_scale,46.75727462768555,275.0,33,random,4
val_loss_original_scale,49.001121520996094,287.0,33,random,4
val_loss_original_scale,47.369110107421875,299.0,33,random,4
val_loss_original_scale,47.91554641723633,311.0,33,random,4
val_loss_original_scale,46.101409912109375,323.0,33,random,4
val_loss_original_scale,48.26432800292969,335.0,33,random,4
val_loss_original_scale,45.81478500366211,347.0,33,random,4
val_loss_original_scale,46.27891159057617,359.0,33,random,4
val_loss_original_scale,35.7822380065918,371.0,33,random,4
val_loss_original_scale,17.402864456176758,383.0,33,random,4
val_loss_original_scale,20.129114151000977,395.0,33,random,4
val_loss_original_scale,16.585039138793945,407.0,33,random,4
val_loss_original_scale,22.852941513061523,419.0,33,random,4
val_loss_original_scale,16.82291603088379,431.0,33,random,4
val_loss_original_scale,18.45810317993164,443.0,33,random,4
val_loss_original_scale,16.91803741455078,455.0,33,random,4
val_loss_original_scale,20.04188346862793,467.0,33,random,4
val_loss_original_scale,14.95423412322998,479.0,33,random,4
val_loss_original_scale,13.549582481384277,491.0,33,random,4
val_loss_original_scale,22.87677574157715,503.0,33,random,4
val_loss_original_scale,12.176421165466309,515.0,33,random,4
val_loss_original_scale,12.120882987976074,527.0,33,random,4
val_loss_original_scale,13.9481840133667,539.0,33,random,4
val_loss_original_scale,11.391777992248535,551.0,33,random,4
val_loss_original_scale,9.783416748046875,563.0,33,random,4
val_loss_original_scale,9.500775337219238,575.0,33,random,4
val_loss_original_scale,10.436638832092285,587.0,33,random,4
val_loss_original_scale,9.085707664489746,599.0,33,random,4
val_loss_original_scale,11.575955390930176,611.0,33,random,4
val_loss_original_scale,9.345330238342285,623.0,33,random,4
val_loss_original_scale,9.651403427124023,635.0,33,random,4
val_loss_original_scale,9.965593338012695,647.0,33,random,4
val_loss_original_scale,9.835660934448242,659.0,33,random,4
